Banner ID,Banner Account Description,MyDay ID,MyDay Description,Related Revenue Category ID,Related Revenue Category,Related Spend Category ID,Related Spend Category,Related Expense Item
78315,Elevator major repair,5221,Repairs and maintenance,null,null,SC089,Elevator repairs,null
78316,Fire alarm repair,5221,Repairs and maintenance,null,null,SC102,Fire alarm repair,null
78317,Heating cooling minor repair,5221,Repairs and maintenance,null,null,SC111,HVAC repairs,null
78319,HVAC major repairs,5221,Repairs and maintenance,null,null,SC111,HVAC repairs,null
78320,HVAC minor repairs,5221,Repairs and maintenance,null,null,SC111,HVAC repairs,null
78322,Kitchen equipment repairs,5221,Repairs and maintenance,null,null,SC118,Kitchen equipment repairs,null
78323,Signage,5221,Repairs and maintenance,null,null,SC168,Signage,Signage
78324,Repairs & maintenance capital,5221,Repairs and maintenance,null,null,SC021,Building repairs,Building repairs
78325,Fixed Asset Disposal Loss,5213,Fixed Asset disposition and impairment,null,null,SC019,Building disposition and impairment,null
78500,Condominium expense share,5214,Condominium expense share,null,null,SC069,Condominium expense share,null
78502,Contribution expense,5570,Miscellaneous expenses,null,null,SC129,Miscellaneous expense,null
78503,Employment advertising fees,5215,Professional and freelance services,null,null,SC091,Employment advertising fees,null
78504,Miscellaneous expense,5570,Miscellaneous expenses,null,null,SC129,Miscellaneous expense,null
78505,"Purchase discounts, rebate, royalty",5571,"Purchase discounts, rebate, royalty expense",null,null,SC156,Purchase discounts,null
78506,Royalty expense,5571,"Purchase discounts, rebate, royalty expense",null,null,SC160,Royalty expense,null
78507,Educational exchange program,5215,Professional and freelance services,null,null,SC086,Educational exchange program,null
78508,Executive search fees,5215,Professional and freelance services,null,null,SC095,Executive search fees,null
78509,Expense Transfer,5905,Expense transfer,null,null,SC096,Expense transfer,null
78600,Budget relief,5900,Capital expense offset,null,null,SC041,"Capital project, management",null
78702,FS year end interest adjustment,5901,FS year end interest adjustment,null,null,SC096,Expense transfer,null
78703,FS year end depreciation adjustment,5902,FS year end depreciation adjustment,null,null,SC096,Expense transfer,null
78704,FS year end O&M adjustment,5903,FS year end O&M adjustment,null,null,SC096,Expense transfer,null
78705,Agency Fund expense offset,5904,Financial Statement Reporting,null,null,SC004,Agency fund expense offset,null
78706,FS expense adjustment,5905,Expense transfer,null,null,SC101,Financial statement expense adjustment,null
79000,Legal fees,5330,Legal fees,null,null,SC122,Legal fees,null
79050,Auditing fees,5215,Professional and freelance services,null,null,SC011,Auditing fees,null
79100,Contract research,5215,Professional and freelance services,null,null,SC072,Contract research,null
79200,Professional & freelance services,5215,Professional and freelance services,null,null,SC154,Professional & freelance services,Professional & freelance services
79210,Telephone answering service,5201,Telecommunications equipment and services,null,null,SC185,Telephone answering service,null
79211,"Subcontract services > 25,000",5215,Professional and freelance services,null,null,SC180,Subcontracting services,null
79212,"Subcontract services < 25,000",5215,Professional and freelance services,null,null,SC180,Subcontracting services,null
79270,Dining services costs,5551,Dining services costs,null,null,SC179,Student meal plan cost,null
79275,Student meal plan subisdy,5551,Dining services costs,null,null,SC179,Student meal plan cost,null
79280,Summer meal plan,5551,Dining services costs,null,null,SC183,Summer meal plan cost,null
79300,General insurance,5515,General insurance,null,null,SC108,General insurance,null
79305,Insurance claims,5516,Insurance claims,null,null,SC108,General insurance,null
79340,Student health insurance expense,5517,Student health insurance expense,null,null,SC178,Student health insurance expense,null
79350,Director Insurance,5515,General insurance,null,null,SC083,Directors & Officers Insurance,null
79400,Credit card processing fees,5524,Credit card processing fees,null,null,SC075,Credit card data processing fees,null
79500,Bank service fees,5525,Bank service fees,null,null,SC013,Bank service fees,null
79501,Perkins loan expense,5526,Perkins loan expense,null,null,SC144,Perkins loan expense,null
79510,Credit card discount expense,5524,Credit Card processing fees,null,null,SC075,Credit card data processing fees,null
79520,Currency overage and shortage,5525,Bank Service Fees,null,null,SC104,Foreign exchange gain or loss,null
79530,American Express fees,5524,Credit card processing fees,null,null,SC075,Credit card data processing fees,null
79540,Mastercard and Visa fees,5524,Credit card processing fees,null,null,SC075,Credit card data processing fees,null
79550,Bond issue cost amortization expns.,5406,Amortization of debt issuance costs,null,null,SC014,Bond issuance cost amortization expense,null
79560,Debt administrative expense,5911,Debt administrative expense,null,null,SC079,Debt administration expense,null
79600,Course income sharing,5440,Course income sharing,null,null,SC074,Course income sharing,null
79800,Project Architect,5704,"Capital projects, construction",null,null,SC024,"Capital project, architect",null
79801,Project audio/visual,5704,"Capital projects, construction",null,null,SC026,"Capital project, audio visual",null
79802,Project building construction,5704,"Capital projects, construction",null,null,SC032,"Capital project, construction",null
79803,Capital contingency,5704,"Capital projects, construction",null,null,SC032,"Capital project, construction",null
79804,Capital miscellaneous,5704,"Capital projects, construction",null,null,SC043,"Capital project, miscellaneous",null
79805,Construction,5704,"Capital projects, construction",null,null,SC032,"Capital project, construction",null
79807,Construction management,5704,"Capital projects, construction",null,null,SC041,"Capital project, management",null
79810,Construction fire system,5704,"Capital projects, construction",null,null,null,null,null
79812,Construction network and cabling,5704,"Capital projects, construction",null,null,null,null,null
79813,Construction reimbursable expense,5704,"Capital projects, construction",null,null,SC032,"Capital project, construction",null
79817,Construction water system,5704,"Capital projects, construction",null,null,SC043,"Capital project, miscellaneous",null
79831,Project Engineering,5704,"Capital projects, construction",null,null,SC034,"Capital project, engineering",null
79833,Project general furniture,5704,"Capital projects, construction",null,null,null,null,null
79834,Project hazmat. disposal,5704,"Capital projects, construction",null,null,SC037,"Capital project, hazardous material disposal",null
79837,Project material testing,5704,"Capital projects, construction",null,null,SC041,"Capital project, management",null
79838,Project mechanical construction,5704,"Capital projects, construction",null,null,SC042,"Capital project, mechanical",null
79840,Project estimator,5704,"Capital projects, construction",null,null,SC041,"Capital project, management",null
79841,Project insurance,5704,"Capital projects, construction",null,null,SC038,"Capital project, insurance",null
79842,Project management,5704,"Capital projects, construction",null,null,SC041,"Capital project, management",null
79843,Project moving and relocation,5704,"Capital projects, construction",null,null,SC044,"Capital project, moving and relocation",null
79844,Project permits,5704,"Capital projects, construction",null,null,null,null,null
79846,Project utilities,5704,"Capital projects, construction",null,null,SC196,"Capital project, utilities",null
79847,Capital Federal Cost Share,5704,"Capital projects, construction",null,null,SC041,"Capital project, management",null
79848,Capital Expense Transfer,5704,"Capital projects, construction",null,null,SC041,"Capital project, management",null
79849,Capital Budget Relief,5704,"Capital projects, construction",null,null,SC041,"Capital project, management",null
79860,Project signage,5704,"Capital projects, construction",null,null,SC050,"Capital project, signage",null
79861,Project consultant services,5704,"Capital projects, construction",null,null,SC029,"Capital project, code consulting",null
79862,Project special equipment,5704,"Capital projects, construction",null,null,null,null,null
79863,Project storage,5704,"Capital projects, construction",null,null,SC053,"Capital project, storage",null
79864,Project survey,5704,"Capital projects, construction",null,null,SC054,"Capital project, survey",null
79865,Project tele. equip. capital costs,5704,"Capital projects, construction",null,null,null,null,null
79866,Project floor & carpet,5704,"Capital projects, construction",null,null,SC043,"Capital project, miscellaneous",null
79869,Capital Computer hardware>1000,5704,"Capital projects, construction",null,null,null,null,null
79870,Capital Computer hardware mainten.,5704,"Capital projects, construction",null,null,null,null,null
79871,Capital Computer software,5704,"Capital projects, construction",null,null,SC031,"Capital project, computer software",null
79873,Capital salary expense,5704,"Capital projects, construction",null,null,null,null,null
79874,Capital benefits expense,5704,"Capital projects, construction",null,null,null,null,null
79901,Contribution writeoff,5999,Contribution write-off,null,null,SC073,Contribution write-off,null
