Type	Building	Room	OS	PCs	Macs	Software	Presentation	Ext.	SupportContact	Specialty	Hours	"Enter value ""1"" to add entry to ""Media Services Spaces"" Worksheet.  Leave blank to omit."	"Enter value ""1"" to add entry to ""Technology Lab Spaces""  Leave blank to omit."	"Enter value ""1"" to add entry to ""Classroom Technology"" worksheet.  Leave blank to omit."	blg	PCQty	MacQty	locationCount	bldgAddress	bldgName
Auditorium	U	100	Windows PC & Mac	1	1	Mac & Windows PC Standard Software	"24"" Touchscreen, MACR, Lecture Recording, 3 Projectors with single blend image capability (U5 Type) "	x1884	 Media Services 212.229.5300 x2310			1		1	U			5	63 Fifth Avenue 	UNIVERSITY CENTER
Conference Room	U	106	Mac	0	1		"65"" LCD"	x2588	 Media Services 212.229.5300 x2310			1		1	U			6	63 Fifth Avenue 	UNIVERSITY CENTER
Auditorium Green Room	U	107	Mac	0	1	Mac & Windows PC Standard Software	"65"" LCD"	x1834	 Media Services 212.229.5300 x2310			1		1	U			7	63 Fifth Avenue 	UNIVERSITY CENTER
Auditorium Speaker Room	U	108	Mac	0	1	Mac & Windows PC Standard Software	"65"" LCD"	x2589	 Media Services 212.229.5300 x2310	Local Deskop Printer		1		1	U			8	63 Fifth Avenue 	UNIVERSITY CENTER
Large Design Studio	U	200	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, Projector (U2 Type)"	x1712	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			9	63 Fifth Avenue 	UNIVERSITY CENTER
Classroom Type 2-1	U	201	Windows PC & Mac	0	1	Mac & Windows PC Standard Software	"24"" Touchscreen, MACR, Lecture Recording, 80"" LCD, Projector (U3 Type)"	x1713	IT Service Desk 212.229.5300 x4357 Media Services 212.229.5300 x2310			1		1	U			10	63 Fifth Avenue 	UNIVERSITY CENTER
Classroom Type 2-1	U	202	Windows PC & Mac	0	1	Mac & Windows PC Standard Software	"24"" Touchscreen, MACR, Lecture Recording, 80"" LCD, Projector (U3 Type)"	x1714	IT Service Desk 212.229.5300 x4357 Media Services 212.229.5300 x2310		Todays Classroom Schedule	1		1	U			11	63 Fifth Avenue 	UNIVERSITY CENTER
Large Design Studio	U	204	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, 65in Touch LCD (U2 Type)"	x1715	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			12	63 Fifth Avenue 	UNIVERSITY CENTER
Drawing Studio	U	205	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, 65in Touch LCD (U2 Type)"	x1716	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			13	63 Fifth Avenue 	UNIVERSITY CENTER
Cafeteria Seating	U	206	Mac	0	1	CEA Content	LCD	x1717	Media Services 212.229.5300 x2310		Today's Classroom Schedule	1		1	U			14	63 Fifth Avenue 	UNIVERSITY CENTER
Large Design Studio	U	300	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, Projector (U2 Type)"	x1726	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			15	63 Fifth Avenue 	UNIVERSITY CENTER
Drawing Studio	U	303	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, 65in Touch LCD (U2 Type)"	x1729	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			16	63 Fifth Avenue 	UNIVERSITY CENTER
Distance Learning Classroom	U	304	Windows PC & Mac	1	1	Mac & Windows PC Standard Software	"24"" Touchscreen, 3 LCD (U1 Type)"	x1730	IT Service Desk 212.229.5300 x4357 Media Services 212.229.5300 x2310	"Lighting Control from Touch panel, Teleconference capability, Lecture Recording"	Todays Classroom Schedule	1		1	U			17	63 Fifth Avenue 	UNIVERSITY CENTER
Drawing Studio	U	305	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, 65in Touch LCD (U2 Type)"	x1731	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			18	63 Fifth Avenue 	UNIVERSITY CENTER
Drawing Studio	U	306	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, 65in Touch LCD (U2 Type)"	x1732	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			19	63 Fifth Avenue 	UNIVERSITY CENTER
Faculty Resource	U	308	Mac	0	7	Mac & Windows PC Standard Software	N/A	x1733	IT Service Desk 212.229.5300 x4357					1	U			20	63 Fifth Avenue 	UNIVERSITY CENTER
Drawing Studio	U	310	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, 65in Touch LCD (U2 Type)"	x1734	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			21	63 Fifth Avenue 	UNIVERSITY CENTER
Drawing Studio	U	311	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, 65in Touch LCD (U2 Type)"	x1735	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			22	63 Fifth Avenue 	UNIVERSITY CENTER
Large Design Studio	U	312	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, 65in Touch LCD (U2 Type)"	x1736	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			23	63 Fifth Avenue 	UNIVERSITY CENTER
Construction Studio	U	400	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, Projector (U2 Type)"	x1747	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			24	63 Fifth Avenue 	UNIVERSITY CENTER
Construction Studio	U	402	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, Projector (U2 Type)"	x1748	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			25	63 Fifth Avenue 	UNIVERSITY CENTER
Drawing Studio	U	403	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, Projector (U2 Type)"	x1749	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			26	63 Fifth Avenue 	UNIVERSITY CENTER
Drawing Studio	U	404	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, Projector (U2 Type)"	x1750	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			27	63 Fifth Avenue 	UNIVERSITY CENTER
Construction Studio	U	405	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, Projector (U2 Type)"	x1751	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			28	63 Fifth Avenue 	UNIVERSITY CENTER
Construction Studio	U	406	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, Projector (U2 Type)"	x1752	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			29	63 Fifth Avenue 	UNIVERSITY CENTER
Student Resource Meeting Room	U	407		0	0			x1753	Media Services 212.229.5300 x2310						U			30	63 Fifth Avenue 	UNIVERSITY CENTER
Urban Ecologies	U	411	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, Projector (U2 Type)"	x1757	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			31	63 Fifth Avenue 	UNIVERSITY CENTER
Construction Studio	U	412	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, Projector (U2 Type)"	x1758	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			32	63 Fifth Avenue 	UNIVERSITY CENTER
Urban Ecologies	U	417	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, Projector (U2 Type)"	x1763	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			33	63 Fifth Avenue 	UNIVERSITY CENTER
Construction Studio	U	418	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, Projector (U2 Type)"	x1764	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			34	63 Fifth Avenue 	UNIVERSITY CENTER
Student Resource	U	426	Mac	0	4	Mac Express Software	N/A	x1772	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			35	63 Fifth Avenue 	UNIVERSITY CENTER
Student Resource	U	427	Mac	0	1	Mac Standard Software	LCD	x1773	Media Services 212.229.5300 x2310		Todays Classroom Schedule	1		1	U			36	63 Fifth Avenue 	UNIVERSITY CENTER
Construction Studio	U	428	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, Projector (U2 Type)"	x1774	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			37	63 Fifth Avenue 	UNIVERSITY CENTER
Construction Studio	U	429	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, Projector (U2 Type)"	x1887	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			38	63 Fifth Avenue 	UNIVERSITY CENTER
Construction Studio	U	430	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, Projector (U2 Type)"	x1888	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			39	63 Fifth Avenue 	UNIVERSITY CENTER
Construction Studio	U	431	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, Projector (U2 Type)"	x1889	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			40	63 Fifth Avenue 	UNIVERSITY CENTER
Print Center	U	432	Windows PC & Mac	2	2	Mac & Windows PC Standard Software	2 LCDs for print queue monitoring 	x1890 and x1819	IT Service Desk 212.229.5300 x4357	"1 Large Scanner 1 IDF Scanner 1 Small Scanner 2 Color Printers 2 B&W Printers 2 Large Format Printers Z6200, 42"" and 60"""	Todays Classroom Schedule		1	1	U			41	63 Fifth Avenue 	UNIVERSITY CENTER
Construction Studio	U	500		0	0			x1896	IT Service Desk 212.229.5300 x4357						U			42	63 Fifth Avenue 	UNIVERSITY CENTER
Drawing Studio	U	502	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, Projector (U2 Type)"	x1898	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			43	63 Fifth Avenue 	UNIVERSITY CENTER
Drawing Studio	U	503	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, Projector (U2 Type)"	x1899	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			44	63 Fifth Avenue 	UNIVERSITY CENTER
Construction Studio	U	504	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, Projector (U2 Type)"	x1700	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			45	63 Fifth Avenue 	UNIVERSITY CENTER
Student Lounge	U	505		0				x1701	Media Services 212.229.5300 x2310						U			46	63 Fifth Avenue 	UNIVERSITY CENTER
Construction Studio	U	506	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, Projector (U2 Type)"	x1702	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			47	63 Fifth Avenue 	UNIVERSITY CENTER
Drawing Studio	U	508	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, Projector (U2 Type)"	x1703	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			48	63 Fifth Avenue 	UNIVERSITY CENTER
Construction Studio	U	509	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, Projector (U2 Type)"	x1704	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			49	63 Fifth Avenue 	UNIVERSITY CENTER
Construction Studio	U	510	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, Projector (U2 Type)"	x1705	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			50	63 Fifth Avenue 	UNIVERSITY CENTER
Construction Studio	U	511	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, Projector (U2 Type)"	x1706	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			51	63 Fifth Avenue 	UNIVERSITY CENTER
University Resource Meeting Space	U	513	Mac	0	1	Mac Standard Software	"65"" LCD "	x1708	IT Service Desk 212.229.5300 x4357						U			52	63 Fifth Avenue 	UNIVERSITY CENTER
University Resource Meeting Space	U	514	Mac	0	1	Mac Standard Software	"65"" LCD "	x1709	IT Service Desk 212.229.5300 x4357						U			53	63 Fifth Avenue 	UNIVERSITY CENTER
Construction Studio	U	515	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, Projector (U2 Type)"	x1710	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			54	63 Fifth Avenue 	UNIVERSITY CENTER
Construction Studio	U	516	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, Projector (U2 Type)"	x1711	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			55	63 Fifth Avenue 	UNIVERSITY CENTER
Drawing Studio	U	517	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, Projector (U2 Type)"	x2526	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			56	63 Fifth Avenue 	UNIVERSITY CENTER
Construction Studio	U	518	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, Projector (U2 Type)"	x2527	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			57	63 Fifth Avenue 	UNIVERSITY CENTER
Drawing Studio	U	519	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, Projector (U2 Type)"	x2528	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			58	63 Fifth Avenue 	UNIVERSITY CENTER
Coming Soon	U	520	Mac	0	1	Mac & Windows PC Standard Software	"65"" LCD "	x2529	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			59	63 Fifth Avenue 	UNIVERSITY CENTER
Classroom (Drawing Studio)	U	600	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, Projector (U2 Type)"	x2533	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			60	63 Fifth Avenue 	UNIVERSITY CENTER
Classroom (Large Design Studio)	U	601	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, Projector (U2 Type)"	x2534	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			61	63 Fifth Avenue 	UNIVERSITY CENTER
Classroom Type 2-4 (Drawing Studio)	U	602	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, Projector (U2 Type)"	x2535	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			62	63 Fifth Avenue 	UNIVERSITY CENTER
Large Design Studio	U	617	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, Projector (U2 Type)"	x2542	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			63	63 Fifth Avenue 	UNIVERSITY CENTER
Science Lab	U	618	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, Projector (U2 Type)"	x2543	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			64	63 Fifth Avenue 	UNIVERSITY CENTER
Drawing Studio	U	619	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, Projector (U2 Type)"	x2544	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			65	63 Fifth Avenue 	UNIVERSITY CENTER
Large Design Studio	U	620	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, Projector (U2 Type)"	x2545	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			66	63 Fifth Avenue 	UNIVERSITY CENTER
CLASSROOM TYPE 2-3	U	622	Mac	0	1	Mac & Windows PC Standard Software	"24in Touchscreen, MACR, Lecture Recording, Projector (U2 Type)"	x2547	IT Service Desk 212.229.5300 x4357		Todays Classroom Schedule			1	U			67	63 Fifth Avenue 	UNIVERSITY CENTER
Library Caf?	U	700	Mac	0	1	CEA Content	LCD	x2562	Media Services 212.229.5300 x2310			1			U			68	63 Fifth Avenue 	UNIVERSITY CENTER
Faculty Resource Conference Room 4	U	308A	Mac	0	1	Mac Standard Software	LCD	x1737	Media Services 212.229.5300 x2310	Skype Ready		1			U			69	63 Fifth Avenue 	UNIVERSITY CENTER
Faculty Resource Conference Room 3	U	308B	Mac	0	1	Mac Standard Software	LCD	x1738	Media Services 212.229.5300 x2310			1			U			70	63 Fifth Avenue 	UNIVERSITY CENTER
Faculty Resource Conference Room 2 	U	308C	Mac	0	1	Mac Standard Software	LCD	x1739	Media Services 212.229.5300 x2310			1			U			71	63 Fifth Avenue 	UNIVERSITY CENTER
Faculty Resource Conference Room 1	U	308D	Mac	0	1	Mac Standard Software	LCD	x1740	Media Services 212.229.5300 x2310			1			U			72	63 Fifth Avenue 	UNIVERSITY CENTER
Master AV Control Room	U	M603		0			"Cable TV,  BluRay,  MacMini, HDV/DVCam"	x1799 and x2555	IT Service Desk 212.229.5300 x4357						U			73	63 Fifth Avenue 	UNIVERSITY CENTER
Conference Room	W	901	Mac	0	1	Mac Express Software	"LCD, SVGA, HDMI (B4 type)"		Media Services 212.229.5300 x2310			1			W			1	71 Fifth Avenue	71 FIFTH AVENUE
Conference Room	W	916	SVGA Only	0			"LCD, SVGA Only"		Media Services 212.229.5300 x2310			1		1	W			2	71 Fifth Avenue	71 FIFTH AVENUE
